intent,text,response
GetRecipe,Schnitzel tarifi verir misin,"Schnitzel tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Dana eti, galeta unu, yumurta, un, limon, tuz, karabiber, ayçiçek yağı. Yapılışı: 1. Eti döverek inceltip. 2. Una bulayın. 3. Yumurtaya batırın. 4. Galeta ununa bulayın. 5. Kızgın yağda kızartın."
GetRecipe,Chelow Kebab tarifi verir misin,"Chelow Kebab tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Dana kıyma, soğan, safran, tereyağı, pirinç, yumurta sarısı, tuz, karabiber. Yapılışı: 1. Kıymayı yoğurun. 2. Şişlere dizin. 3. Pirinci demleyin. 4. Safranı ekleyin. 5. Kebapla servis yapın."
GetRecipe,Nasi Goreng tarifi verir misin,"Nasi Goreng tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pirinç, tavuk, karides, yumurta, havuç, soğan, sarımsak, soya sosu, sambal oelek. Yapılışı: 1. Pirinci pişirin. 2. Tavuk ve karidesi soteleyin. 3. Sebzeleri ekleyin. 4. Pirinci katıp karıştırın. 5. Yumurta ile servis yapın."
GetRecipe,Nasi Lemak tarifi verir misin,"Nasi Lemak tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pirinç, hindistan cevizi sütü, pandan yaprağı, ançuez, fıstık, salatalık, yumurta. Yapılışı: 1. Pirinci hindistan cevizi sütüyle pişirin. 2. Ançuez sosu hazırlayın. 3. Fıstıkları kavurun. 4. Yumurtaları haşlayın. 5. Tüm malzemelerle servis yapın."
GetRecipe,Khachapuri tarifi verir misin,"Khachapuri tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Un, maya, süt, yumurta, peynir karışımı, tereyağı, tuz. Yapılışı: 1. Hamuru mayalandırın. 2. Kayık şekli verin. 3. Peynir doldurun. 4. Yumurta kırın. 5. 200 derecede pişirin."
GetRecipe,Plov tarifi verir misin,"Plov tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pirinç, kuzu eti, havuç, soğan, sarımsak, kimyon, kişniş, safran, tuz. Yapılışı: 1. Eti kavurun. 2. Havuç ve soğanı ekleyin. 3. Pirinci ilave edin. 4. Baharatları ekleyin. 5. Kısık ateşte pişirin."
GetRecipe,Pierogi tarifi verir misin,"Pierogi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Un, yumurta, su, patates, soğan, peynir, tereyağı, tuz. Yapılışı: 1. Hamuru yoğurun. 2. İç harcı hazırlayın. 3. Hamurdan daireler açın. 4. Doldurup kapatın. 5. Haşlayıp tereyağında çevirin."
GetRecipe,Gulaş tarifi verir misin,"Gulaş tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Dana eti, soğan, biber, domates, patates, paprika, kimyon, defne yaprağı. Yapılışı: 1. Eti kuşbaşı doğrayın. 2. Sebzeleri ekleyin. 3. Baharatları katın. 4. Su ekleyip kısık ateşte pişirin. 5. Krema ile servis yapın."
GetRecipe,Asado tarifi verir misin,"Asado tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Çeşitli etler (dana, kuzu), chimichurri sos, tuz, karabiber. Yapılışı: 1. Etleri marine edin. 2. Chimichurri sosu hazırlayın. 3. Mangalı hazırlayın. 4. Etleri pişirin. 5. Sosla servis yapın."
GetRecipe,Ceviche tarifi verir misin,"Ceviche tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Beyaz balık, limon, kırmızı soğan, biber, kişniş, tuz. Yapılışı: 1. Balığı küp küp doğrayın. 2. Limon suyunda marine edin. 3. Sebzeleri ince doğrayın. 4. Tüm malzemeleri karıştırın. 5. Soğuk servis yapın."
GetRecipe,Bandeja Paisa tarifi verir misin,"Bandeja Paisa tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Fasulye, pirinç, kıyma, sosis, yumurta, avokado, muz cips, arepa. Yapılışı: 1. Fasulyeyi pişirin. 2. Kıymayı kavurun. 3. Yumurtayı kızartın. 4. Muzu kızartın. 5. Tüm malzemeleri tabağa dizin."
GetRecipe,Ropa Vieja tarifi verir misin,"Ropa Vieja tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Dana eti, biber, soğan, domates, sarımsak, defne yaprağı, kimyon, zeytinyağı. Yapılışı: 1. Eti haşlayın. 2. Didikleyin. 3. Sebzeleri kavurun. 4. Eti ve baharatları ekleyin. 5. Kısık ateşte pişirin."
GetRecipe,Jerk Chicken tarifi verir misin,"Jerk Chicken tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Tavuk, yeşil biber, soğan, sarımsak, zencefil, tarçın, karanfil, muskat, limon. Yapılışı: 1. Baharatları karıştırın. 2. Tavuğu marine edin. 3. Bir gece bekletin. 4. Mangalda pişirin. 5. Limonla servis yapın."
GetRecipe,Injera tarifi verir misin,"Injera tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Teff unu, su, maya, tuz. Yapılışı: 1. Unu su ile karıştırın. 2. Maya ekleyip fermente edin. 3. 2-3 gün bekletin. 4. Krep gibi pişirin. 5. Yemeklerle servis yapın."
GetRecipe,Jollof Pilav tarifi verir misin,"Jollof Pilav tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pirinç, domates, soğan, biber, sarımsak, zencefil, köri, kırmızı biber. Yapılışı: 1. Sebzeli sos hazırlayın. 2. Pirinci ekleyin. 3. Baharatları katın. 4. Kısık ateşte pişirin. 5. Dinlendirip servis yapın."
GetRecipe,Bobotie tarifi verir misin,"Bobotie tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Kıyma, soğan, ekmek, süt, yumurta, kuru üzüm, badem, köri, zerdeçal. Yapılışı: 1. Kıymayı kavurun. 2. Baharatları ekleyin. 3. Tepsiye alın. 4. Üzerine yumurtalı süt dökün. 5. Fırında pişirin."
GetRecipe,Meat Pie tarifi verir misin,"Meat Pie tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Kıyma, soğan, havuç, bezelye, et suyu, milföy hamuru, yumurta. Yapılışı: 1. İç harcı hazırlayın. 2. Hamuru açın. 3. Kalıplara yerleştirin. 4. Harcı doldurun. 5. 200 derecede pişirin."
GetRecipe,Hangi tarifi verir misin,"Hangi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Çeşitli etler, tatlı patates, sebzeler, yapraklar. Yapılışı: 1. Yerde çukur açın. 2. Ateş yakın. 3. Malzemeleri yapraklara sarın. 4. Üzerini kapatın. 5. 4-5 saat pişirin."
GetRecipe,Churros tarifi verir misin,"Churros tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Su, tereyağı, un, yumurta, şeker, tarçın, çikolata sosu. Yapılışı: 1. Hamuru hazırlayın. 2. Sıkma torbasına doldurun. 3. Kızgın yağda kızartın. 4. Şeker ve tarçına bulayın. 5. Çikolata sosla servis yapın."
GetRecipe,Mango Sticky Rice tarifi verir misin,"Mango Sticky Rice tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Yapışkan pirinç, hindistan cevizi sütü, şeker, tuz, mango, susam. Yapılışı: 1. Pirinci ıslatın. 2. Buharda pişirin. 3. Hindistan cevizi sosunu hazırlayın. 4. Pirinçle karıştırın. 5. Mango ile servis yapın."
GetRecipe,Malva Pudding tarifi verir misin,"Malva Pudding tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Un, süt, yumurta, tereyağı, şeker, sirke, kayısı reçeli, vanilya. Yapılışı: 1. Kek hamurunu hazırlayın. 2. Kalıba dökün. 3. Fırında pişirin. 4. Sıcak sosu üzerine dökün. 5. Sıcak servis yapın."
GetRecipe,Pisco Sour tarifi verir misin,"Pisco Sour tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pisco, limon suyu, şurup, yumurta akı, bitter. Yapılışı: 1. Malzemeleri shakera koyun. 2. Buzla çalkalayın. 3. Süzün. 4. Köpüğünü üzerine koyun. 5. Bitter damlatın."
GetRecipe,Teh Tarik tarifi verir misin,"Teh Tarik tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Siyah çay, yoğunlaştırılmış süt, şeker. Yapılışı: 1. Çayı demleyin. 2. Sütü ve şekeri ekleyin. 3. Bir kaptan diğerine aktarın. 4. Köpük oluşana kadar tekrarlayın. 5. Sıcak servis yapın."
GetRecipe,Dulce de Leche tarifi verir misin,"Dulce de Leche tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Süt, şeker, vanilya, karbonat. Yapılışı: 1. Malzemeleri tencereye alın. 2. Kısık ateşte kaynatın. 3. Sürekli karıştırın. 4. Koyulaşana kadar pişirin. 5. Soğutup kavanozlara doldurun."
GetRecipe,Brigadeiros tarifi verir misin,"Brigadeiros tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Yoğunlaştırılmış süt, kakao, tereyağı, çikolata granül. Yapılışı: 1. Malzemeleri kaynatın. 2. Koyulaşınca soğutun. 3. Minik toplar yapın. 4. Çikolata granüle bulayın."
GetRecipe,Lamingtons tarifi verir misin,"Lamingtons tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pandispanya, çikolata sosu, hindistan cevizi. Yapılışı: 1. Pandispanyayı küp kesin. 2. Çikolata sosuna batırın. 3. Hindistan cevizine bulayın. 4. Buzdolabında bekletin."
GetRecipe,Hokey Pokey tarifi verir misin,"Hokey Pokey tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Şeker, altın şurup, karbonat. Yapılışı: 1. Şeker ve şurubu eritin. 2. Karbonatı ekleyin. 3. Yağlı kağıda dökün. 4. Soğutun. 5. Kırıp dondurmayla servis yapın."
GetRecipe,Mint Tea tarifi verir misin,"Mint Tea tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Yeşil çay, taze nane, şeker. Yapılışı: 1. Çayı demleyin. 2. Nane yapraklarını ekleyin. 3. Şeker ilave edin. 4. Yüksekten bardağa dökün. 5. Sıcak servis yapın."
GetRecipe,Ca Phe Sua Da tarifi verir misin,"Ca Phe Sua Da tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Vietnam kahvesi, yoğunlaştırılmış süt, buz. Yapılışı: 1. Kahveyi filtreden damlatın. 2. Yoğunlaştırılmış süt ekleyin. 3. Karıştırın. 4. Buz ekleyin. 5. Pipet ile servis yapın."
RecipeByIngredient,Dolabımda domates biber patlıcan var ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Karnıyarık 2. İmam bayıldı 3. Türlü 4. Patlıcan musakka 5. Sebzeli güveç"
RecipeByIngredient,Mutfağımda tavuk ve mantar var ne pişirebilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Mantarlı tavuk sote 2. Kremalı mantarlı tavuk 3. Fırında mantarlı tavuk 4. Tavuklu mantar çorbası 5. Tavuklu mantar graten"
RecipeByIngredient,Elimde kıyma ve patates var hangi yemekleri yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Patatesli köfte 2. Kıymalı patates oturtma 3. Fırında kıymalı patates 4. Patates püreli kıyma 5. Kıymalı patates çorbası"
RecipeByIngredient,Dolabımda yumurta peynir ve domates var ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Menemen 2. Peynirli omlet 3. Domates soslu yumurta 4. Kaşarlı yumurta 5. Domatesli peynirli tost"
RecipeByIngredient,Mutfağımda pirinç ve tavuk var neler pişirebilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Tavuklu pilav 2. Tavuk çorbası 3. Fırında tavuklu pilav 4. Tavuklu iç pilav 5. Tavuklu pirinç çorbası"
RecipeByIngredient,Elimde un yumurta süt var ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Krep 2. Pankek 3. Waffle 4. Sütlü çorba 5. Akıtma"
RecipeByIngredient,Dolabımda makarna ve kıyma var hangi yemekleri yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Kıymalı makarna 2. Fırında makarna 3. Bolonez sos 4. Mantı makarna 5. Kıymalı şehriye çorbası"
RecipeByIngredient,Mutfağımda balık ve limon var ne pişirebilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Izgara balık 2. Fırında balık 3. Balık buğulama 4. Balık çorbası 5. Balık marine"
RecipeByIngredient,Elimde nohut ve pirinç var neler yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Nohutlu pilav 2. Nohut çorbası 3. Etli nohut yemeği 4. Nohutlu pirinç çorbası 5. Maklube"
RecipeByIngredient,Dolabımda havuç kabak patates var ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Sebze çorbası 2. Sebzeli türlü 3. Fırında sebze 4. Sebzeli graten 5. Sebzeli püre"
RecipeByIngredient,Mutfağımda mercimek ve bulgur var hangi yemekleri yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Mercimek çorbası 2. Mercimekli bulgur pilavı 3. Ekşili mercimek çorbası 4. Mercimek köftesi 5. Bulgurlu mercimek yemeği"
RecipeByIngredient,Elimde fasulye ve soğan var ne pişirebilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Kuru fasulye 2. Fasulye pilaki 3. Zeytinyağlı taze fasulye 4. Fasulye kavurma 5. Fasulye salatası"
RecipeByIngredient,Dolabımda süt ve yumurta var tatlı ne yapabilirim,"Bu malzemelerle yapabileceğiniz tatlılar:,1. Muhallebi 2. Sütlaç 3. Puding 4. Kazandibi 5. Profiterol"
RecipeByIngredient,Mutfağımda elma ve tarçın var hangi tatlıları yapabilirim,"Bu malzemelerle yapabileceğiniz tatlılar:,1. Elmalı turta 2. Elma tatlısı 3. Tarçınlı elma kompostosu 4. Elmalı kurabiye 5. Elmalı crumble"
RecipeByIngredient,Elimde çikolata ve krema var ne tatlısı yapabilirim,"Bu malzemelerle yapabileceğiniz tatlılar:,1. Çikolatalı mousse 2. Trüf 3. Çikolata soslu dondurma 4. Çikolatalı puding 5. Ganaj"
RecipeByIngredient,Evde patates soğan yumurta var ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Patates köftesi 2. Soğanlı patates kızartması 3. Patatesli omlet 4. Patates salatası 5. Soğanlı patates kavurması"
RecipeByIngredient,Mutfak dolabında bulgur ve mercimek var ne pişirebilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Mercimek köftesi 2. Bulgur pilavı 3. Mercimekli bulgur çorbası 4. Ekşili köfte 5. Mercimekli bulgur salatası"
RecipeByIngredient,Buzdolabında kabak havuç var ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Sebze çorbası 2. Zeytinyağlı kabak 3. Havuçlu kabak kızartması 4. Sebzeli mücver 5. Fırında sebze"
RecipeByIngredient,Evde un şeker yağ var hangi tatlıyı yapabilirim,"Bu malzemelerle yapabileceğiniz tatlılar:,1. Kurabiye 2. Kek 3. Helva 4. Un helvası 5. Tatlı çörek"
RecipeByIngredient,Dolabımda tavuk ve patates var ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Fırında tavuk patates 2. Tavuklu patates yemeği 3. Patatesli tavuk çorbası 4. Tavuklu patates püresi 5. Tavuklu patates graten"
RecipeByIngredient,Mutfakta pirinç ve nohut var ne pişirebilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Nohutlu pilav 2. Etli nohut yemeği 3. Nohut çorbası 4. Pirinçli nohut yahnisi 5. Maklube"
RecipeByIngredient,Elimdeki malzemeler domates salatalık biber ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Çoban salatası 2. Közlenmiş biber salatası 3. Domates çorbası 4. Sebzeli makarna sosu 5. Sebze kavurma"
RecipeByIngredient,Evde yumurta peynir var kahvaltı için ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Peynirli omlet 2. Sahanda yumurta 3. Kaşarlı yumurta 4. Peynirli yumurta kapama 5. Çılbır"
RecipeByIngredient,Buzdolabında süt ve muz var ne tatlısı yapabilirim,"Bu malzemelerle yapabileceğiniz tatlılar:,1. Muzlu süt 2. Muzlu milkshake 3. Muzlu puding 4. Muzlu smoothie 5. Muzlu dondurma"
RecipeByIngredient,Mutfak dolabında makarna ve ton balığı var ne yapabilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Ton balıklı makarna 2. Ton balıklı salata 3. Kremalı ton balıklı makarna 4. Ton balıklı fırın makarna 5. Ton balıklı erişte"
RecipeByIngredient,Evde mercimek var çorba yapmak istiyorum ne yapabilirim,"Bu malzemelerle yapabileceğiniz çorbalar:,1. Kırmızı mercimek çorbası 2. Yeşil mercimek çorbası 3. Sebzeli mercimek çorbası 4. Ezogelin çorbası 5. Mercimekli şehriye çorbası"
RecipeByIngredient,Dolabımda tavuk göğsü ve mantar var akşam yemeği için ne pişirebilirim,"Bu malzemelerle yapabileceğiniz tarifler:,1. Mantarlı tavuk sote 2. Kremalı mantarlı tavuk 3. Fırında mantarlı tavuk 4. Tavuklu mantar çorbası 5. Tavuklu mantar güveç"
RecipeByIngredient,Mutfakta patates soğan var köfte yapmak istiyorum ne yapabilirim,"Bu malzemelerle yapabileceğiniz köfteler:,1. Patates köftesi 2. İnegöl köfte 3. Kadınbudu köfte 4. Patatesli bulgur köftesi 5. Ekşili köfte"
RecipeByIngredient,Elimde yufka ve kıyma var börek yapmak istiyorum ne yapabilirim,"Bu malzemelerle yapabileceğiniz börekler:,1. Kıymalı börek 2. Su böreği 3. Çiğ börek 4. Kol böreği 5. Gül böreği"
RecipeByIngredient,Buzdolabında patlıcan biber var kızartma yapmak istiyorum ne yapabilirim,"Bu malzemelerle yapabileceğiniz kızartmalar:,1. Patlıcan kızartması 2. Biber kızartması 3. Karışık kızartma 4. Patlıcan oturtma 5. Közlenmiş patlıcan"
GetRecipe,Boşnak böreği tarifi verir misin,"Boşnak böreği tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Yufka, kıyma, soğan, karabiber, tuz, ayçiçek yağı, tereyağı, süt. İç harcı için: 1 kg kıyma, 3 soğan, tuz, karabiber. Yapılışı: 1. Soğanları kavurun ve kıymayı ekleyip pişirin, baharatları ekleyin. 2. Yufkaları üçgen şeklinde kesin. 3. Her üçgene harç koyup rulo yapın ve spiral şeklinde sarın. 4. Tepsiye dizin, üzerine süt ve yağ karışımı sürün. 5. 180 derecede kızarana kadar pişirin."
GetRecipe,Kastamonu Etli Ekmek tarifi verir misin,"Kastamonu Etli Ekmek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Hamur için: 4 su bardağı un, 1 paket instant maya, 1 tatlı kaşığı tuz, 1 tatlı kaşığı şeker, ılık su. İç harç için: 500g dana kıyma, 2 adet soğan, 2 adet sivri biber, maydanoz, tuz, karabiber, pul biber. Yapılışı: 1. Hamur malzemelerini yoğurup 30 dakika mayalandırın. 2. İç harç için soğanları ve biberleri çok ince kıyın. 3. Kıyma ve baharatlarla karıştırın. 4. Hamuru 4 bezeye ayırıp uzun oval şekilde açın. 5. İç harcı yayın ve kenarlarını kapatın. 6. 220 derece fırında altın sarısı olana kadar pişirin. 7. Dilimleyip sıcak servis yapın."
Recipe,Piknik Sandviçi tarifi verir misin,"Piknik Sandviçi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 8 dilim tost ekmeği, 200g salam veya jambon, kaşar peyniri, domates, marul, salatalık, mayonez, hardal. Yapılışı: 1. Ekmekleri hafif yağlayın. 2. Malzemeleri sırayla dizin. 3. İkiye keserek servis yapın."
GetRecipe,Patatesli Börek tarifi verir misin (Piknik için),"Patatesli Börek tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Yufka, 4 patates, 2 soğan, maydanoz, karabiber, tuz, sıvı yağ. Yapılışı: 1. Patatesleri haşlayıp ezin. 2. Soğanları kavurup patatesle karıştırın. 3. Yufkaları üçgen kesip içine harç koyun. 4. Üçgen şeklinde sarın. 5. 180 derecede pişirin."
GetRecipe,Zeytinli Poğaça tarifi verir misin (Piknik için),"Zeytinli Poğaça tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 3 su bardağı un, 1 paket maya, 1 su bardağı süt, yarım su bardağı sıvı yağ, zeytin, tuz. Yapılışı: 1. Hamuru yoğurup mayalandırın. 2. Bezeler yapıp içine zeytin koyun. 3. 180 derecede pişirin."
GetRecipe,Tavuklu Wrap tarifi verir misin (Piknik için),"Tavuklu Wrap tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Tortilla, tavuk göğsü, marul, domates, salatalık, mısır, mayonez. Yapılışı: 1. Tavuğu ızgarada pişirin. 2. Sebzeleri doğrayın. 3. Tortillaya malzemeleri dizin. 4. Sıkıca sarın."
GetRecipe,Mercimek Köftesi tarifi verir misin (Piknik için),"Mercimek Köftesi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı kırmızı mercimek, 2 su bardağı bulgur, 2 soğan, maydanoz, pul biber, salça. Yapılışı: 1. Mercimeği haşlayın. 2. Bulgurla karıştırıp demleyin. 3. Diğer malzemeleri ekleyin. 4. Şekil verip servis yapın."
GetRecipe,Patates Salatası tarifi verir misin (Piknik için),"Patates Salatası tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 5 patates, 2 havuç, 1 elma, bezelye, mayonez, tuz, karabiber. Yapılışı: 1. Sebzeleri haşlayıp küp doğrayın. 2. Elmayı küp doğrayın. 3. Mayonez ve baharatlarla karıştırın."
GetRecipe,Mini Pizza tarifi verir misin (Piknik için),"Mini Pizza tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Pizza hamuru, domates sosu, sucuk, kaşar peyniri, mantar, mısır. Yapılışı: 1. Hamurdan küçük yuvarlaklar açın. 2. Sos sürüp malzemeleri dizin. 3. 200 derecede pişirin."
GetRecipe,Kısır tarifi verir misin (Piknik için),"Kısır tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı ince bulgur, domates, biber, maydanoz, salça, nar ekşisi, zeytinyağı. Yapılışı: 1. Bulguru ıslatın. 2. Sebzeleri ince doğrayın. 3. Tüm malzemeleri karıştırın."
GetRecipe,Peynirli Muffin tarifi verir misin (Piknik için),"Peynirli Muffin tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: 2 su bardağı un, 2 yumurta, süt, sıvı yağ, beyaz peynir, dereotu. Yapılışı: 1. Kuru ve yaş malzemeleri karıştırın. 2. Peynir ve dereotu ekleyin. 3. Muffin kalıbında pişirin."
